date cases
2024-04-01 99
2024-04-02 82
2024-04-03 112
2024-04-04 114
2024-04-05 107
2024-04-06 52
2024-04-07 41
2024-04-08 94
2024-04-09 109
2024-04-10 71
2024-04-11 121
2024-04-12 86
2024-04-13 61
2024-04-14 49
2024-04-15 97
2024-04-16 114
2024-04-17 88
2024-04-18 107
2024-04-19 88
2024-04-20 99
2024-04-21 65
2024-04-22 77
2024-04-23 97
2024-04-24 73
2024-04-25 94
2024-04-26 101
2024-04-27 39
2024-04-28 45
2024-04-29 86
2024-04-30 99
2024-05-01 113
2024-05-02 88
2024-05-03 64
2024-05-04 60
2024-05-05 62
2024-05-06 91
2024-05-07 109
2024-05-08 91
2024-05-09 102
2024-05-10 90
2024-05-11 64
2024-05-12 49
2024-05-13 82
2024-05-14 114
2024-05-15 77
2024-05-16 85
2024-05-17 97
2024-05-18 40
2024-05-19 59
2024-05-20 86
2024-05-21 86
2024-05-22 85
2024-05-23 115
2024-05-24 103
2024-05-25 65
2024-05-26 67
2024-05-27 47
2024-05-28 98
2024-05-29 112
2024-05-30 105
2024-05-31 79
2024-06-01 80
2024-06-02 58
2024-06-03 97
2024-06-04 97
2024-06-05 78
2024-06-06 99
2024-06-07 99
2024-06-08 74
2024-06-09 51
2024-06-10 80
2024-06-11 88
2024-06-12 72
2024-06-13 116
2024-06-14 128
2024-06-15 50
2024-06-16 48
2024-06-17 109
2024-06-18 82
2024-06-19 83
2024-06-20 78
2024-06-21 86
2024-06-22 58
2024-06-23 67
2024-06-24 96
2024-06-25 88
2024-06-26 87
2024-06-27 90
2024-06-28 95
2024-06-29 50
2024-06-30 46
2024-07-01 105
2024-07-02 96
2024-07-03 100
2024-07-04 56
2024-07-05 54
2024-07-06 52
2024-07-07 46
2024-07-08 121
2024-07-09 80
2024-07-10 75
2024-07-11 116
2024-07-12 73
2024-07-13 53
2024-07-14 59
2024-07-15 93
2024-07-16 79
2024-07-17 107
2024-07-18 112
2024-07-19 105
2024-07-20 56
2024-07-21 39
2024-07-22 73
2024-07-23 89
2024-07-24 102
2024-07-25 111
2024-07-26 93
2024-07-27 50
2024-07-28 56
2024-07-29 88
2024-07-30 73
2024-07-31 116
2024-08-01 97
2024-08-02 125
2024-08-03 80
2024-08-04 54
2024-08-05 89
2024-08-06 58
2024-08-07 100
2024-08-08 85
2024-08-09 96
2024-08-10 54
2024-08-11 76
2024-08-12 110
2024-08-13 71
2024-08-14 74
2024-08-15 105
2024-08-16 99
2024-08-17 49
2024-08-18 52
2024-08-19 91
2024-08-20 106
2024-08-21 99
2024-08-22 85
2024-08-23 83
2024-08-24 55
2024-08-25 65
2024-08-26 89
2024-08-27 86
2024-08-28 102
2024-08-29 94
2024-08-30 96
2024-08-31 55
2024-09-01 44
2024-09-02 42
2024-09-03 137
2024-09-04 99
2024-09-05 110
2024-09-06 102
2024-09-07 45
2024-09-08 48
2024-09-09 92
2024-09-10 106
2024-09-11 105
2024-09-12 93
2024-09-13 117
2024-09-14 56
2024-09-15 58
2024-09-16 109
2024-09-17 81
2024-09-18 102
2024-09-19 113
2024-09-20 122
2024-09-21 46
2024-09-22 59
2024-09-23 93
2024-09-24 89
2024-09-25 56
2024-09-26 62
2024-09-27 36
2024-09-28 71
2024-09-29 45
2024-09-30 78
2024-10-01 99
2024-10-02 129
2024-10-03 63
2024-10-04 94
2024-10-05 54
2024-10-06 39
2024-10-07 50
2024-10-08 27
2024-10-09 10
2024-10-10 6
2024-10-11 13
2024-10-12 18
2024-10-13 25
2024-10-14 42
2024-10-15 86
2024-10-16 82
2024-10-17 89
2024-10-18 92
2024-10-19 43
2024-10-20 39
2024-10-21 108
2024-10-22 70
2024-10-23 99
2024-10-24 113
2024-10-25 94
2024-10-26 56
2024-10-27 34
2024-10-28 63
2024-10-29 86
2024-10-30 103
2024-10-31 91
2024-11-01 64
2024-11-02 66
2024-11-03 41
2024-11-04 76
2024-11-05 82
2024-11-06 81
2024-11-07 86
2024-11-08 93
2024-11-09 74
2024-11-10 58
2024-11-11 34
2024-11-12 116
2024-11-13 114
2024-11-14 103
2024-11-15 112
2024-11-16 61
2024-11-17 58
2024-11-18 99
2024-11-19 90
2024-11-20 67
2024-11-21 93
2024-11-22 112
2024-11-23 62
2024-11-24 41
2024-11-25 81
2024-11-26 81
2024-11-27 76
2024-11-28 33
2024-11-29 37
2024-11-30 61
2024-12-01 58
2024-12-02 89
2024-12-03 70
2024-12-04 108
2024-12-05 73
2024-12-06 107
2024-12-07 52
2024-12-08 47
2024-12-09 89
2024-12-10 96
2024-12-11 112
2024-12-12 81
2024-12-13 94
2024-12-14 40
2024-12-15 54
2024-12-16 87
2024-12-17 106
2024-12-18 74
2024-12-19 104
2024-12-20 99
2024-12-21 61
2024-12-22 46
2024-12-23 64
2024-12-24 50
2024-12-25 34
2024-12-26 69
2024-12-27 64
2024-12-28 44
2024-12-29 44
2024-12-30 75
2024-12-31 64
